Call order,Test lane,Primary offer,Business,Category,City,State,Phone,Email,Rating,Reviews,Primary score,Website score,Review score,AI fit score,Confidence,Observable reason,Selection note,Website status,Website,Google Maps,Verify before call,Data freshness,Source(s),Contact name,Contact title,Employee estimate,Revenue estimate,Status,Notes
15,Reviews,Reviews,Elite Pest & Wildlife Control of Surprise,pest control,Surprise,AZ,'+16232395253,,4.5,8,89,22,89,26,Medium,"8 reviews versus a 64-review local result-set median, with a 4.5 rating.",,Basic website checks pass,https://elitepestanimalcontrol.com/locations/surprise-az.html,https://www.google.com/maps/search/?api=1&query=Elite%20Pest%20%26%20Wildlife%20Control%20of%20Surprise&query_place_id=ChIJO5bL5QZFK4cR1-BVJVCrt9I,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
16,Reviews,Reviews,Scottsdale Pool Service and Repair,pool service,Scottsdale,AZ,'+14807393963,,4.5,6,89,22,89,26,Medium,"6 reviews versus a 103-review local result-set median, with a 4.5 rating.",,Basic website checks pass,https://scottsdalepoolserviceandrepair.com/,https://www.google.com/maps/search/?api=1&query=Scottsdale%20Pool%20Service%20and%20Repair&query_place_id=ChIJW1bdIwt3K4cRj_ZsbNH6fsg,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
17,Reviews,Reviews,Five Star Pool Service,pool service,Mesa,AZ,'+16028097665,,4.6,5,89,22,89,26,Medium,"5 reviews versus a 123-review local result-set median, with a 4.6 rating.",,Basic website checks pass,https://www.myfivestarpool.com/,https://www.google.com/maps/search/?api=1&query=Five%20Star%20Pool%20Service&query_place_id=ChIJmQkrbYKmK4cR97jt8UKkpQA,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
18,Reviews,Reviews,Anteater Exterminating Inc.,pest control,Chandler,AZ,'+14807507876,,4.9,51,87,41,87,32,Medium,"51 reviews versus a 213-review local result-set median, with a 4.9 rating.",,Basic website checks pass,https://www.pestcontrolanteater.com/chandler-az/exterminator/,https://www.google.com/maps/search/?api=1&query=Anteater%20Exterminating%20Inc.&query_place_id=ChIJVQQ6fOgHK4cRVXLwroO1ceM,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,Shawn Kleinstiver. As,possible owner,,,,
19,Reviews,Reviews,Wagner Pest Solutions,pest control,Glendale,AZ,'+16234666752,,4.6,237,82,50,82,26,Medium,"237 reviews versus a 705-review local result-set median, with a 4.6 rating.",,Website listed · not audited,https://wagnerpest.com/,https://www.google.com/maps/search/?api=1&query=Wagner%20Pest%20Solutions&query_place_id=ChIJMYGfWANrK4cRFQgXNI8-Jfg,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
20,Reviews,Reviews,Simply The Best Heating And Cooling,hvac contractor,Gilbert,AZ,'+14803618458,,4.5,208,82,39,82,26,Medium,"208 reviews versus a 501-review local result-set median, with a 4.5 rating.",,Basic website checks pass,https://simplythebestac.com/,https://www.google.com/maps/search/?api=1&query=Simply%20The%20Best%20Heating%20And%20Cooling&query_place_id=ChIJuaYkBwOpK4cROWxlHD0y8sE,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Davis Pool Service & Repairs,pool service,Mesa,AZ,'+14808924845,,4,60,82,35,82,26,Medium,"60 reviews versus a 123-review local result-set median, with a 4.0 rating.",,Basic website checks pass,https://www.davispoolservice.com/,https://www.google.com/maps/search/?api=1&query=Davis%20Pool%20Service%20%26%20Repairs&query_place_id=ChIJ643tDl6vK4cRpRg8nvLKdNc,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,AriStone Tile and Grout Cleaning,tile and grout cleaning,Chandler,AZ,'+14803522987,,4.5,48,82,30,82,16,Medium,"48 reviews versus a 143-review local result-set median, with a 4.5 rating.",,Basic website checks pass,https://www.tileandgroutcleaningaz.com/,https://www.google.com/maps/search/?api=1&query=AriStone%20Tile%20and%20Grout%20Cleaning&query_place_id=ChIJsXvlPXEHK4cRzyd5fkkYV1s,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Carpet Medic,carpet cleaning,Mesa,AZ,'+14808989111,,4.6,21,82,60,82,16,Medium,"21 reviews versus a 80-review local result-set median, with a 4.6 rating.",,Conversion fix candidate · technical flags,http://azcarpetmedic.com/,https://www.google.com/maps/search/?api=1&query=Carpet%20Medic&query_place_id=ChIJbbX3Iy2uK4cR4RolXZBI_1M,Jul 9 basic audit found a mobile/contact/HTTPS flag; inspect the page before defining scope.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Hometech Appliance Repair,appliance repair,Chandler,AZ,'+16024861901,,4.6,21,82,60,82,16,Medium,"21 reviews versus a 52-review local result-set median, with a 4.6 rating.",,Conversion fix candidate · technical flags,https://hometechappliancerepair.com/,https://www.google.com/maps/search/?api=1&query=Hometech%20Appliance%20Repair&query_place_id=ChIJ5fZU7GIBK4cRITRF0aso87w,Jul 9 basic audit found a mobile/contact/HTTPS flag; inspect the page before defining scope.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Steam Right Cleaning,carpet cleaning,Chandler,AZ,'+16023584824,,4.5,21,82,26,82,16,Medium,"21 reviews versus a 73-review local result-set median, with a 4.5 rating.",,Basic website checks pass,https://www.steamrightcleaning.com/,https://www.google.com/maps/search/?api=1&query=Steam%20Right%20Cleaning&query_place_id=ChIJn5ioRcQFK4cReK8xjdRR-4w,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,State 48 Garage Doors,garage door repair,Tempe,AZ,'+14804933659,service@state48garagedoors.com,5,13,82,29,82,32,Medium,"13 reviews versus a 288-review local result-set median, with a 5.0 rating.",,Basic website checks pass,https://state48garagedoors.com/locations/phoenix/garage-door-repair/,https://www.google.com/maps/search/?api=1&query=State%2048%20Garage%20Doors&query_place_id=ChIJRREGnV0PK4cRyDSYNFLBabo,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,AAA All Pro Lawn & Sprinkler,irrigation repair,Tempe,AZ,'+14809695000,,4.2,5,82,22,82,16,Medium,"5 reviews versus a 14-review local result-set median, with a 4.2 rating.",,Basic website checks pass,https://aaaprolawncare.com/,https://www.google.com/maps/search/?api=1&query=AAA%20All%20Pro%20Lawn%20%26%20Sprinkler&query_place_id=ChIJr6UGm80HK4cRuHdu7X1gKWo,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Bug & Weed Mart Gilbert,pest control,Gilbert,AZ,'+14806321614,,4.8,166,81,50,81,26,Medium,"166 reviews versus a 799-review local result-set median, with a 4.8 rating.",,Website listed · not audited,https://bugweedmart.com/,https://www.google.com/maps/search/?api=1&query=Bug%20%26%20Weed%20Mart%20Gilbert&query_place_id=ChIJz6BBLqOrK4cRS9Ie1604C-g,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Sav-On Plumbing,plumber,Glendale,AZ,'+16234879500,,4.8,140,81,39,81,26,Medium,"140 reviews versus a 1121-review local result-set median, with a 4.8 rating.",,Basic website checks pass,https://sav-onplumbing.com/,https://www.google.com/maps/search/?api=1&query=Sav-On%20Plumbing&query_place_id=ChIJpR2HFbJuK4cRUWgVUMPEIDQ,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Lunar Pest Control,pest control,Chandler,AZ,'+14808642728,,4.9,103,81,50,81,26,Medium,"103 reviews versus a 1136-review local result-set median, with a 4.9 rating.",,Website listed · not audited,https://lunarpestcontrol.com/,https://www.google.com/maps/search/?api=1&query=Lunar%20Pest%20Control&query_place_id=ChIJVVVVVUEHK4cRXjgieM876qA,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Tactical Plumbing LLC,plumber,Surprise,AZ,'+16027028700,,4.9,79,81,35,81,26,Medium,"79 reviews versus a 411-review local result-set median, with a 4.9 rating.",,Official website found in current search,https://www.tacticalplumbingllc.com/,https://www.google.com/maps/search/?api=1&query=Tactical%20Plumbing%20LLC&query_place_id=ChIJwyxYOMpFK4cRNU2-vtfEEms,Official website found through the current BBB profile on 2026-07-20.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Vintage Pest Management,pest control,Peoria,AZ,'+16235477418,,4.9,73,81,35,81,26,Medium,"73 reviews versus a 292-review local result-set median, with a 4.9 rating.",,Basic website checks pass,https://vintagepestmanagement.com/,https://www.google.com/maps/search/?api=1&query=Vintage%20Pest%20Management&query_place_id=ChIJOb6DNw5rK4cRJH3xhQ-bal8,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,"Elite Floor & Furniture Cleaning, LLC",carpet cleaning,Tempe,AZ,'+14807104110,,4.9,51,81,35,81,16,Medium,"51 reviews versus a 328-review local result-set median, with a 4.9 rating.",,Basic website checks pass,https://www.eliteclng.com/,https://www.google.com/maps/search/?api=1&query=Elite%20Floor%20%26%20Furniture%20Cleaning%2C%20LLC&query_place_id=ChIJy1x2y_8FK4cRjKNVnJYTiLo,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Maid Easy Scottsdale House Cleaning Services,house cleaning,Scottsdale,AZ,'+14808674331,,4.7,35,81,30,81,16,Medium,"35 reviews versus a 146-review local result-set median, with a 4.7 rating.",,Basic website checks pass,https://maideasyaz.com/house-cleaning-services/,https://www.google.com/maps/search/?api=1&query=Maid%20Easy%20Scottsdale%20House%20Cleaning%20Services&query_place_id=ChIJWZhwuWN1K4cRk0ie-ezVzL8,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Natural Stone Care Inc,tile and grout cleaning,Tempe,AZ,'+14809219799,,4.8,33,81,64,81,16,Medium,"33 reviews versus a 328-review local result-set median, with a 4.8 rating.",,Conversion fix candidate · technical flags,https://naturalstonecareinc.com/,https://www.google.com/maps/search/?api=1&query=Natural%20Stone%20Care%20Inc&query_place_id=ChIJadu4_N4OK4cR6uNys7RZCwg,Jul 9 basic audit found a mobile/contact/HTTPS flag; inspect the page before defining scope.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Loe's Appliance and AC,appliance repair,Peoria,AZ,'+16024347924,,4.7,24,81,26,81,16,Medium,"24 reviews versus a 201-review local result-set median, with a 4.7 rating.",,Basic website checks pass,https://loesapplianceandac.com/,https://www.google.com/maps/search/?api=1&query=Loe's%20Appliance%20and%20AC&query_place_id=ChIJV7vtC9lpK4cRPmvWW7GRbXU,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,,,,,,
,,Reviews,Dr. Clean Tile & Carpet,tile and grout cleaning,Gilbert,AZ,'+14808161937,,4.8,20,81,26,81,16,Medium,"20 reviews versus a 143-review local result-set median, with a 4.8 rating.",,Basic website checks pass,https://drcleantile.com/,https://www.google.com/maps/search/?api=1&query=Dr.%20Clean%20Tile%20%26%20Carpet&query_place_id=ChIJsbxjA8GuK4cRcmM5LNsbymw,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Shelton Pool Service and Repair,pool service,Peoria,AZ,'+16024127458,,4.8,20,81,60,81,26,Medium,"20 reviews versus a 96-review local result-set median, with a 4.8 rating.",,Conversion fix candidate · technical flags,https://www.facebook.com/SheltonPoolServiceAndRepair,https://www.google.com/maps/search/?api=1&query=Shelton%20Pool%20Service%20and%20Repair&query_place_id=ChIJraY92CpDK4cRJBBlaDKkvlA,Jul 9 basic audit found a mobile/contact/HTTPS flag; inspect the page before defining scope.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,Phillip's Landscaping Services,landscaper,Chandler,AZ,'+16028027019,,4.9,11,81,60,81,26,Medium,"11 reviews versus a 51-review local result-set median, with a 4.9 rating.",,Conversion fix candidate · technical flags,https://phillipslandscapingaz.com/,https://www.google.com/maps/search/?api=1&query=Phillip's%20Landscaping%20Services&query_place_id=ChIJndV88MGrK4cRiEy7077DtwA,Jul 9 basic audit found a mobile/contact/HTTPS flag; inspect the page before defining scope.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Ice Age Home Appliance Repair,appliance repair,Chandler,AZ,'+16028484748,,4.9,9,81,33,81,16,Medium,"9 reviews versus a 52-review local result-set median, with a 4.9 rating.",,Website listed · not audited,https://iceagehome.com/,https://www.google.com/maps/search/?api=1&query=Ice%20Age%20Home%20Appliance%20Repair&query_place_id=ChIJ88eqJQ_pqywRMeobPDyrCqo,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Scottsdale Air Heating & Cooling,hvac contractor,Phoenix,AZ,'+16028342160,steve@scottsdaleair.com,4.9,466,80,45,80,32,Medium,"466 reviews versus a 1449-review local result-set median, with a 4.9 rating.",,Basic website checks pass,https://scottsdaleair.com/,https://www.google.com/maps/search/?api=1&query=Scottsdale%20Air%20Heating%20%26%20Cooling&query_place_id=ChIJlzlFE_cMK4cR0RUC2ynarq4,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026,Steve Voirin,,,,,
,,Reviews,Power Strike Pest Control,pest control,Chandler,AZ,'+14803923909,,5,69,80,41,80,32,Medium,"69 reviews versus a 1136-review local result-set median, with a 5.0 rating.",,Basic website checks pass,https://www.powerstrikepest.com/,https://www.google.com/maps/search/?api=1&query=Power%20Strike%20Pest%20Control&query_place_id=ChIJd6iSb1gBK4cRHUdA13nPyr0,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,Austin Woolf,possible owner,,,,
,,Reviews,Bleach Please Maids,house cleaning,Gilbert,AZ,'+16232835383,,5,19,79,37,79,16,Medium,"19 reviews versus a 173-review local result-set median, with a 5.0 rating.",,Website listed · not audited,https://www.bookbleachpleasemaids.com/,https://www.google.com/maps/search/?api=1&query=Bleach%20Please%20Maids&query_place_id=ChIJm17v1cqksKsRj_opdJAwTOk,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Reviews,Zoe's garage repair,garage door repair,Surprise,AZ,'+16029229922,,5,16,79,26,79,26,Medium,"16 reviews versus a 104-review local result-set median, with a 5.0 rating.",,Basic website checks pass,https://www.zoesgaragerepair.com/,https://www.google.com/maps/search/?api=1&query=Zoe's%20garage%20repair&query_place_id=ChIJ-5ijuRxPK4cRy6lqTfk6ieE,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Reviews,PV Interiors Tile & Stone Cleaning,tile and grout cleaning,Gilbert,AZ,'+14803580124,,5,15,79,26,79,16,Medium,"15 reviews versus a 143-review local result-set median, with a 5.0 rating.",,Basic website checks pass,https://www.scottsdaletravertinepolish.com/,https://www.google.com/maps/search/?api=1&query=PV%20Interiors%20Tile%20%26%20Stone%20Cleaning&query_place_id=ChIJvbDfLdMAK4cRydk476JS_dM,Jul 9 basic checks passed; this is not a full UX or SEO audit.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
